Timestamp,Timestamp (s),CPU %,CPU Frequency,Virtual Memory %,Virtual Memory,Swap Memory %,Swap Memory,Disk Usage %,Disk Usage,Powertop Version,Kernel Version,System Name,CPU Stats,OS Stats,Power Usage,Unit,Baseline Power,Unit,Signatures Power,Signatures Unit,
2022-02-05 15:52:33.809396,1644076353.809396,4.7,0,51.8,1858269184,9.1,88084480,46.0,8918597632,v2.11-1-g7ef7f79 ran at Sat Feb  5 15:52:34 2022,Linux version 5.11.0-41-generic,Intel Corporation440BX Desktop Reference PlatformNone,2 AMD Ryzen 9 5900HS with Radeon Graphics,Ubuntu 20.04.3 LTS,0,,714,mW,0,,
2022-02-05 15:52:36.979666,1644076356.979666,3.2,0,51.8,1858781184,9.1,88084480,46.0,8918597632,v2.11-1-g7ef7f79 ran at Sat Feb  5 15:52:38 2022,Linux version 5.11.0-41-generic,Intel Corporation440BX Desktop Reference PlatformNone,2 AMD Ryzen 9 5900HS with Radeon Graphics,Ubuntu 20.04.3 LTS,0,,1.09,W,0,,
2022-02-05 15:52:40.153373,1644076360.153373,3.2,0,51.8,1858609152,9.1,88084480,46.0,8918597632,v2.11-1-g7ef7f79 ran at Sat Feb  5 15:52:41 2022,Linux version 5.11.0-41-generic,Intel Corporation440BX Desktop Reference PlatformNone,2 AMD Ryzen 9 5900HS with Radeon Graphics,Ubuntu 20.04.3 LTS,0,,983,mW,0,,
2022-02-05 15:52:43.320170,1644076363.32017,3.2,0,51.8,1859239936,9.1,88084480,46.0,8918597632,v2.11-1-g7ef7f79 ran at Sat Feb  5 15:52:44 2022,Linux version 5.11.0-41-generic,Intel Corporation440BX Desktop Reference PlatformNone,2 AMD Ryzen 9 5900HS with Radeon Graphics,Ubuntu 20.04.3 LTS,0,,1.45,W,0,,
2022-02-05 15:52:46.493295,1644076366.493295,3.9,0,51.8,1858793472,9.1,88084480,46.0,8918597632,v2.11-1-g7ef7f79 ran at Sat Feb  5 15:52:47 2022,Linux version 5.11.0-41-generic,Intel Corporation440BX Desktop Reference PlatformNone,2 AMD Ryzen 9 5900HS with Radeon Graphics,Ubuntu 20.04.3 LTS,0,,789,mW,0,,
2022-02-05 15:52:49.664572,1644076369.664572,3.2,0,51.8,1859440640,9.1,88084480,46.0,8918597632,v2.11-1-g7ef7f79 ran at Sat Feb  5 15:52:50 2022,Linux version 5.11.0-41-generic,Intel Corporation440BX Desktop Reference PlatformNone,2 AMD Ryzen 9 5900HS with Radeon Graphics,Ubuntu 20.04.3 LTS,0,,956,mW,0,,
2022-02-05 15:52:52.835242,1644076372.835242,4.6,0,51.8,1858985984,9.1,88084480,46.0,8918597632,v2.11-1-g7ef7f79 ran at Sat Feb  5 15:52:53 2022,Linux version 5.11.0-41-generic,Intel Corporation440BX Desktop Reference PlatformNone,2 AMD Ryzen 9 5900HS with Radeon Graphics,Ubuntu 20.04.3 LTS,0,,1.45,W,0,,
2022-02-05 15:52:56.013923,1644076376.013923,3.2,0,51.8,1858449408,9.1,88084480,46.0,8918597632,v2.11-1-g7ef7f79 ran at Sat Feb  5 15:52:57 2022,Linux version 5.11.0-41-generic,Intel Corporation440BX Desktop Reference PlatformNone,2 AMD Ryzen 9 5900HS with Radeon Graphics,Ubuntu 20.04.3 LTS,0,,665,mW,0,,
2022-02-05 15:52:59.188651,1644076379.188651,3.2,0,51.8,1859592192,9.1,88084480,46.0,8918597632,v2.11-1-g7ef7f79 ran at Sat Feb  5 15:53:00 2022,Linux version 5.11.0-41-generic,Intel Corporation440BX Desktop Reference PlatformNone,2 AMD Ryzen 9 5900HS with Radeon Graphics,Ubuntu 20.04.3 LTS,0,,830,mW,0,,
2022-02-05 15:53:02.361737,1644076382.361737,3.6,0,51.8,1858809856,9.1,88084480,46.0,8918597632,v2.11-1-g7ef7f79 ran at Sat Feb  5 15:53:03 2022,Linux version 5.11.0-41-generic,Intel Corporation440BX Desktop Reference PlatformNone,2 AMD Ryzen 9 5900HS with Radeon Graphics,Ubuntu 20.04.3 LTS,0,,792,mW,0,,
2022-02-05 15:53:05.536264,1644076385.536264,2.9,0,51.8,1858609152,9.1,88084480,46.0,8918597632,v2.11-1-g7ef7f79 ran at Sat Feb  5 15:53:06 2022,Linux version 5.11.0-41-generic,Intel Corporation440BX Desktop Reference PlatformNone,2 AMD Ryzen 9 5900HS with Radeon Graphics,Ubuntu 20.04.3 LTS,0,,804,mW,0,,
2022-02-05 15:53:08.708558,1644076388.708558,3.3,0,51.8,1858879488,9.1,88084480,46.0,8918597632,v2.11-1-g7ef7f79 ran at Sat Feb  5 15:53:09 2022,Linux version 5.11.0-41-generic,Intel Corporation440BX Desktop Reference PlatformNone,2 AMD Ryzen 9 5900HS with Radeon Graphics,Ubuntu 20.04.3 LTS,0,,1.00,W,0,,
2022-02-05 15:53:11.878707,1644076391.878707,3.5,0,51.8,1858809856,9.1,88084480,46.0,8918601728,v2.11-1-g7ef7f79 ran at Sat Feb  5 15:53:12 2022,Linux version 5.11.0-41-generic,Intel Corporation440BX Desktop Reference PlatformNone,2 AMD Ryzen 9 5900HS with Radeon Graphics,Ubuntu 20.04.3 LTS,0,,754,mW,0,,
2022-02-05 15:53:15.054108,1644076395.054108,4.8,0,51.8,1858502656,9.1,88084480,46.0,8918601728,v2.11-1-g7ef7f79 ran at Sat Feb  5 15:53:16 2022,Linux version 5.11.0-41-generic,Intel Corporation440BX Desktop Reference PlatformNone,2 AMD Ryzen 9 5900HS with Radeon Graphics,Ubuntu 20.04.3 LTS,0,,817,mW,0,,
2022-02-05 15:53:18.228984,1644076398.228984,3.5,0,51.8,1858232320,9.1,88084480,46.0,8918601728,v2.11-1-g7ef7f79 ran at Sat Feb  5 15:53:19 2022,Linux version 5.11.0-41-generic,Intel Corporation440BX Desktop Reference PlatformNone,2 AMD Ryzen 9 5900HS with Radeon Graphics,Ubuntu 20.04.3 LTS,0,,843,mW,0,,
