Cipher timestamp,Timestamp,Timestamp (s),CPU %,CPU Frequency,Virtual Memory %,Virtual Memory,Swap Memory %,Swap Memory,Disk Usage %,Disk Usage,Powertop Version,Kernel Version,System Name,CPU Stats,OS Stats,Power Usage,Unit,Baseline Power,Unit,Signatures Power,Signatures Unit,Baseline Power - W,Signatures Power - W
D3 Keygen,13:05.9,1643649186,36.7,600,15.4,933294080,0,0,7.6,9176092672,v2.11-1-g7ef7f79 ran at Mon Jan 31 17:13:08 2022,Linux version 5.10.63-v7l+,,4 ARMv7 Processor rev 3 (v7l),Raspbian GNU/Linux 11 (bullseye),0,,1.72,W,1.04,W,1.72,1.04
D3 Keygen,13:11.0,1643649191,36.7,600,15.4,933449728,0,0,7.6,9176092672,v2.11-1-g7ef7f79 ran at Mon Jan 31 17:13:13 2022,Linux version 5.10.63-v7l+,,4 ARMv7 Processor rev 3 (v7l),Raspbian GNU/Linux 11 (bullseye),0,,1.85,W,1.13,W,1.85,1.13
D3 Keygen,13:16.1,1643649196,36.8,600,15.5,934121472,0,0,7.6,9176092672,v2.11-1-g7ef7f79 ran at Mon Jan 31 17:13:18 2022,Linux version 5.10.63-v7l+,,4 ARMv7 Processor rev 3 (v7l),Raspbian GNU/Linux 11 (bullseye),0,,1.86,W,1.18,W,1.86,1.18
D3 Keygen,13:21.2,1643649201,36.6,600,15.5,933535744,0,0,7.6,9176092672,v2.11-1-g7ef7f79 ran at Mon Jan 31 17:13:23 2022,Linux version 5.10.63-v7l+,,4 ARMv7 Processor rev 3 (v7l),Raspbian GNU/Linux 11 (bullseye),0,,2.07,W,1.43,W,2.07,1.43
D3 Keygen,13:26.3,1643649206,36.7,600,15.5,933801984,0,0,7.6,9176092672,v2.11-1-g7ef7f79 ran at Mon Jan 31 17:13:28 2022,Linux version 5.10.63-v7l+,,4 ARMv7 Processor rev 3 (v7l),Raspbian GNU/Linux 11 (bullseye),0,,2.18,W,1.5,W,2.18,1.5
D3 Keygen,13:31.3,1643649211,36.8,600,15.5,934019072,0,0,7.6,9176092672,v2.11-1-g7ef7f79 ran at Mon Jan 31 17:13:33 2022,Linux version 5.10.63-v7l+,,4 ARMv7 Processor rev 3 (v7l),Raspbian GNU/Linux 11 (bullseye),0,,1.78,W,1.13,W,1.78,1.13
D3 Keygen,13:36.4,1643649216,36.8,600,15.5,934285312,0,0,7.6,9176092672,v2.11-1-g7ef7f79 ran at Mon Jan 31 17:13:38 2022,Linux version 5.10.63-v7l+,,4 ARMv7 Processor rev 3 (v7l),Raspbian GNU/Linux 11 (bullseye),0,,1.88,W,1.26,W,1.88,1.26
D3 Keygen,13:41.6,1643649222,36.7,600,15.5,933687296,0,0,7.6,9176092672,v2.11-1-g7ef7f79 ran at Mon Jan 31 17:13:43 2022,Linux version 5.10.63-v7l+,,4 ARMv7 Processor rev 3 (v7l),Raspbian GNU/Linux 11 (bullseye),0,,1.4,W,752,mW,1.4,0.752
D3 Keygen,13:46.7,1643649227,36.9,600,15.5,934244352,0,0,7.6,9176100864,v2.11-1-g7ef7f79 ran at Mon Jan 31 17:13:49 2022,Linux version 5.10.63-v7l+,,4 ARMv7 Processor rev 3 (v7l),Raspbian GNU/Linux 11 (bullseye),0,,1.55,W,875,mW,1.55,0.875
D3 Keygen,13:51.8,1643649232,36.8,600,15.5,934576128,0,0,7.6,9176100864,v2.11-1-g7ef7f79 ran at Mon Jan 31 17:13:54 2022,Linux version 5.10.63-v7l+,,4 ARMv7 Processor rev 3 (v7l),Raspbian GNU/Linux 11 (bullseye),0,,1.79,W,1.03,W,1.79,1.03
D3 Keygen,13:56.9,1643649237,36.9,600,15.5,933830656,0,0,7.6,9176104960,v2.11-1-g7ef7f79 ran at Mon Jan 31 17:13:59 2022,Linux version 5.10.63-v7l+,,4 ARMv7 Processor rev 3 (v7l),Raspbian GNU/Linux 11 (bullseye),0,,1.51,W,901,mW,1.51,0.901
D3 Keygen,14:02.0,1643649242,37,600,15.4,933306368,0,0,7.6,9176104960,v2.11-1-g7ef7f79 ran at Mon Jan 31 17:14:04 2022,Linux version 5.10.63-v7l+,,4 ARMv7 Processor rev 3 (v7l),Raspbian GNU/Linux 11 (bullseye),0,,1.8,W,1.18,W,1.8,1.18
D3 Keygen,14:07.1,1643649247,36.6,600,15.5,933662720,0,0,7.6,9176104960,v2.11-1-g7ef7f79 ran at Mon Jan 31 17:14:09 2022,Linux version 5.10.63-v7l+,,4 ARMv7 Processor rev 3 (v7l),Raspbian GNU/Linux 11 (bullseye),0,,1.98,W,1.35,W,1.98,1.35
D3 Keygen,14:12.2,1643649252,37,600,15.4,933527552,0,0,7.6,9176104960,v2.11-1-g7ef7f79 ran at Mon Jan 31 17:14:14 2022,Linux version 5.10.63-v7l+,,4 ARMv7 Processor rev 3 (v7l),Raspbian GNU/Linux 11 (bullseye),0,,2.17,W,1.45,W,2.17,1.45
D3 Keygen,14:17.3,1643649257,36.7,600,15.4,933466112,0,0,7.6,9176104960,v2.11-1-g7ef7f79 ran at Mon Jan 31 17:14:19 2022,Linux version 5.10.63-v7l+,,4 ARMv7 Processor rev 3 (v7l),Raspbian GNU/Linux 11 (bullseye),0,,2.16,W,1.53,W,2.16,1.53
D3 Keygen,14:22.4,1643649262,36.9,600,15.4,933543936,0,0,7.6,9176104960,v2.11-1-g7ef7f79 ran at Mon Jan 31 17:14:24 2022,Linux version 5.10.63-v7l+,,4 ARMv7 Processor rev 3 (v7l),Raspbian GNU/Linux 11 (bullseye),0,,2.08,W,1.38,W,2.08,1.38
D3 Keygen,14:27.4,1643649267,36.9,600,15.5,933642240,0,0,7.6,9176104960,v2.11-1-g7ef7f79 ran at Mon Jan 31 17:14:29 2022,Linux version 5.10.63-v7l+,,4 ARMv7 Processor rev 3 (v7l),Raspbian GNU/Linux 11 (bullseye),0,,1.75,W,1.05,W,1.75,1.05
D3 Keygen,14:32.5,1643649273,37,600,15.5,933928960,0,0,7.6,9176104960,v2.11-1-g7ef7f79 ran at Mon Jan 31 17:14:34 2022,Linux version 5.10.63-v7l+,,4 ARMv7 Processor rev 3 (v7l),Raspbian GNU/Linux 11 (bullseye),0,,1.27,W,577,mW,1.27,0.577
D3 Keygen,14:37.6,1643649278,36.8,600,15.4,933330944,0,0,7.6,9176104960,v2.11-1-g7ef7f79 ran at Mon Jan 31 17:14:39 2022,Linux version 5.10.63-v7l+,,4 ARMv7 Processor rev 3 (v7l),Raspbian GNU/Linux 11 (bullseye),0,,2.04,W,1.33,W,2.04,1.33
D3 Keygen,14:42.7,1643649283,36.8,600,15.5,934350848,0,0,7.6,9176104960,v2.11-1-g7ef7f79 ran at Mon Jan 31 17:14:45 2022,Linux version 5.10.63-v7l+,,4 ARMv7 Processor rev 3 (v7l),Raspbian GNU/Linux 11 (bullseye),0,,1.45,W,826,mW,1.45,0.826
D3 Keygen,14:47.8,1643649288,36.9,600,15.4,933494784,0,0,7.6,9176104960,v2.11-1-g7ef7f79 ran at Mon Jan 31 17:14:50 2022,Linux version 5.10.63-v7l+,,4 ARMv7 Processor rev 3 (v7l),Raspbian GNU/Linux 11 (bullseye),0,,1.97,W,1.33,W,1.97,1.33
D3 Keygen,14:52.9,1643649293,36.8,600,15.5,933826560,0,0,7.6,9176104960,v2.11-1-g7ef7f79 ran at Mon Jan 31 17:14:55 2022,Linux version 5.10.63-v7l+,,4 ARMv7 Processor rev 3 (v7l),Raspbian GNU/Linux 11 (bullseye),0,,1.58,W,901,mW,1.58,0.901
D3 Keygen,14:58.0,1643649298,36.7,600,15.4,933302272,0,0,7.6,9176109056,v2.11-1-g7ef7f79 ran at Mon Jan 31 17:15:00 2022,Linux version 5.10.63-v7l+,,4 ARMv7 Processor rev 3 (v7l),Raspbian GNU/Linux 11 (bullseye),0,,2.08,W,1.33,W,2.08,1.33
D3 Keygen,15:03.0,1643649303,36.9,600,15.5,933818368,0,0,7.6,9176109056,v2.11-1-g7ef7f79 ran at Mon Jan 31 17:15:05 2022,Linux version 5.10.63-v7l+,,4 ARMv7 Processor rev 3 (v7l),Raspbian GNU/Linux 11 (bullseye),0,,1.92,W,1.24,W,1.92,1.24
D3 Keygen,15:08.2,1643649308,36.7,600,15.4,933285888,0,0,7.6,9176109056,v2.11-1-g7ef7f79 ran at Mon Jan 31 17:15:10 2022,Linux version 5.10.63-v7l+,,4 ARMv7 Processor rev 3 (v7l),Raspbian GNU/Linux 11 (bullseye),0,,1.9,W,1.3,W,1.9,1.3
D3 Keygen,15:13.3,1643649313,36.8,600,15.5,933965824,0,0,7.6,9176109056,v2.11-1-g7ef7f79 ran at Mon Jan 31 17:15:15 2022,Linux version 5.10.63-v7l+,,4 ARMv7 Processor rev 3 (v7l),Raspbian GNU/Linux 11 (bullseye),0,,2.18,W,1.45,W,2.18,1.45
D3 Keygen,15:18.4,1643649318,36.7,600,15.5,933765120,0,0,7.6,9176109056,v2.11-1-g7ef7f79 ran at Mon Jan 31 17:15:20 2022,Linux version 5.10.63-v7l+,,4 ARMv7 Processor rev 3 (v7l),Raspbian GNU/Linux 11 (bullseye),0,,1.97,W,1.34,W,1.97,1.34
D3 Keygen,15:23.4,1643649323,36.9,600,15.5,934236160,0,0,7.6,9176109056,v2.11-1-g7ef7f79 ran at Mon Jan 31 17:15:25 2022,Linux version 5.10.63-v7l+,,4 ARMv7 Processor rev 3 (v7l),Raspbian GNU/Linux 11 (bullseye),0,,2.14,W,1.32,W,2.14,1.32
D3 Keygen,15:28.5,1643649329,36.8,600,15.5,933756928,0,0,7.6,9176109056,v2.11-1-g7ef7f79 ran at Mon Jan 31 17:15:30 2022,Linux version 5.10.63-v7l+,,4 ARMv7 Processor rev 3 (v7l),Raspbian GNU/Linux 11 (bullseye),0,,1.67,W,1.03,W,1.67,1.03
D3 Keygen,15:33.7,1643649334,36.7,600,15.5,933974016,0,0,7.6,9176109056,v2.11-1-g7ef7f79 ran at Mon Jan 31 17:15:36 2022,Linux version 5.10.63-v7l+,,4 ARMv7 Processor rev 3 (v7l),Raspbian GNU/Linux 11 (bullseye),0,,1.72,W,1.03,W,1.72,1.03
D3 Keygen,15:38.7,1643649339,37,600,15.5,934076416,0,0,7.6,9176109056,v2.11-1-g7ef7f79 ran at Mon Jan 31 17:15:41 2022,Linux version 5.10.63-v7l+,,4 ARMv7 Processor rev 3 (v7l),Raspbian GNU/Linux 11 (bullseye),0,,2.04,W,1.46,W,2.04,1.46
D3 Keygen,15:43.8,1643649344,36.9,600,15.5,934137856,0,0,7.6,9176109056,v2.11-1-g7ef7f79 ran at Mon Jan 31 17:15:46 2022,Linux version 5.10.63-v7l+,,4 ARMv7 Processor rev 3 (v7l),Raspbian GNU/Linux 11 (bullseye),0,,1.57,W,876,mW,1.57,0.876
D3 Keygen,15:48.9,1643649349,36.7,600,15.4,933613568,0,0,7.6,9176109056,v2.11-1-g7ef7f79 ran at Mon Jan 31 17:15:51 2022,Linux version 5.10.63-v7l+,,4 ARMv7 Processor rev 3 (v7l),Raspbian GNU/Linux 11 (bullseye),0,,1.73,W,1.03,W,1.73,1.03
D3 Keygen,15:54.0,1643649354,36.8,600,15.5,934391808,0,0,7.6,9176113152,v2.11-1-g7ef7f79 ran at Mon Jan 31 17:15:56 2022,Linux version 5.10.63-v7l+,,4 ARMv7 Processor rev 3 (v7l),Raspbian GNU/Linux 11 (bullseye),0,,1.68,W,1.08,W,1.68,1.08
D3 Keygen,15:59.1,1643649359,37,600,15.5,933892096,0,0,7.6,9176113152,v2.11-1-g7ef7f79 ran at Mon Jan 31 17:16:01 2022,Linux version 5.10.63-v7l+,,4 ARMv7 Processor rev 3 (v7l),Raspbian GNU/Linux 11 (bullseye),0,,1.97,W,1.34,W,1.97,1.34
D3 Keygen,16:04.2,1643649364,36.5,600,15.4,933441536,0,0,7.6,9176113152,v2.11-1-g7ef7f79 ran at Mon Jan 31 17:16:06 2022,Linux version 5.10.63-v7l+,,4 ARMv7 Processor rev 3 (v7l),Raspbian GNU/Linux 11 (bullseye),0,,1.95,W,1.19,W,1.95,1.19
D3 Keygen,16:09.3,1643649369,36.8,600,15.4,933580800,0,0,7.6,9176113152,v2.11-1-g7ef7f79 ran at Mon Jan 31 17:16:11 2022,Linux version 5.10.63-v7l+,,4 ARMv7 Processor rev 3 (v7l),Raspbian GNU/Linux 11 (bullseye),0,,2.21,W,1.47,W,2.21,1.47
D3 Keygen,16:14.3,1643649374,37.1,600,15.4,933711872,0,0,7.6,9176113152,v2.11-1-g7ef7f79 ran at Mon Jan 31 17:16:16 2022,Linux version 5.10.63-v7l+,,4 ARMv7 Processor rev 3 (v7l),Raspbian GNU/Linux 11 (bullseye),0,,2.07,W,1.3,W,2.07,1.3
D3 Keygen,16:19.5,1643649379,36.9,600,15.4,933634048,0,0,7.6,9176113152,v2.11-1-g7ef7f79 ran at Mon Jan 31 17:16:21 2022,Linux version 5.10.63-v7l+,,4 ARMv7 Processor rev 3 (v7l),Raspbian GNU/Linux 11 (bullseye),0,,1.64,W,953,mW,1.64,0.953
D3 Keygen,16:24.5,1643649385,36.7,600,15.4,933679104,0,0,7.6,9176113152,v2.11-1-g7ef7f79 ran at Mon Jan 31 17:16:26 2022,Linux version 5.10.63-v7l+,,4 ARMv7 Processor rev 3 (v7l),Raspbian GNU/Linux 11 (bullseye),0,,1.82,W,1.2,W,1.82,1.2
D3 Keygen,16:29.6,1643649390,36.7,600,15.4,933761024,0,0,7.6,9176113152,v2.11-1-g7ef7f79 ran at Mon Jan 31 17:16:31 2022,Linux version 5.10.63-v7l+,,4 ARMv7 Processor rev 3 (v7l),Raspbian GNU/Linux 11 (bullseye),0,,1.64,W,1.03,W,1.64,1.03
D3 Keygen,16:34.7,1643649395,37,600,15.5,934518784,0,0,7.6,9176121344,v2.11-1-g7ef7f79 ran at Mon Jan 31 17:16:37 2022,Linux version 5.10.63-v7l+,,4 ARMv7 Processor rev 3 (v7l),Raspbian GNU/Linux 11 (bullseye),0,,1.37,W,726,mW,1.37,0.726
D3 Keygen,16:39.8,1643649400,36.7,600,15.4,933908480,0,0,7.6,9176121344,v2.11-1-g7ef7f79 ran at Mon Jan 31 17:16:42 2022,Linux version 5.10.63-v7l+,,4 ARMv7 Processor rev 3 (v7l),Raspbian GNU/Linux 11 (bullseye),0,,1.69,W,1.04,W,1.69,1.04
D3 Keygen,16:44.9,1643649405,36.8,600,15.5,934633472,0,0,7.6,9176121344,v2.11-1-g7ef7f79 ran at Mon Jan 31 17:16:47 2022,Linux version 5.10.63-v7l+,,4 ARMv7 Processor rev 3 (v7l),Raspbian GNU/Linux 11 (bullseye),0,,2.02,W,1.36,W,2.02,1.36
D3 Keygen,16:50.0,1643649410,36.9,600,15.5,934391808,0,0,7.6,9176125440,v2.11-1-g7ef7f79 ran at Mon Jan 31 17:16:52 2022,Linux version 5.10.63-v7l+,,4 ARMv7 Processor rev 3 (v7l),Raspbian GNU/Linux 11 (bullseye),0,,1.82,W,1.09,W,1.82,1.09
D3 Keygen,16:55.1,1643649415,36.6,600,15.5,934576128,0,0,7.6,9176125440,v2.11-1-g7ef7f79 ran at Mon Jan 31 17:16:57 2022,Linux version 5.10.63-v7l+,,4 ARMv7 Processor rev 3 (v7l),Raspbian GNU/Linux 11 (bullseye),0,,2.22,W,1.5,W,2.22,1.5
D3 Keygen,17:00.2,1643649420,37.6,600,15.4,933933056,0,0,7.6,9176125440,v2.11-1-g7ef7f79 ran at Mon Jan 31 17:17:02 2022,Linux version 5.10.63-v7l+,,4 ARMv7 Processor rev 3 (v7l),Raspbian GNU/Linux 11 (bullseye),0,,2.46,W,1.51,W,2.46,1.51
D3 Keygen,17:05.3,1643649425,36.8,600,15.5,933851136,0,0,7.6,9176125440,v2.11-1-g7ef7f79 ran at Mon Jan 31 17:17:07 2022,Linux version 5.10.63-v7l+,,4 ARMv7 Processor rev 3 (v7l),Raspbian GNU/Linux 11 (bullseye),0,,2.15,W,1.5,W,2.15,1.5
D3 Keygen,17:10.4,1643649430,36.8,600,15.4,934604800,0,0,7.6,9176125440,v2.11-1-g7ef7f79 ran at Mon Jan 31 17:17:12 2022,Linux version 5.10.63-v7l+,,4 ARMv7 Processor rev 3 (v7l),Raspbian GNU/Linux 11 (bullseye),0,,2.11,W,1.26,W,2.11,1.26
D3 Keygen,17:15.5,1643649436,36.8,600,15.4,934117376,0,0,7.6,9176125440,v2.11-1-g7ef7f79 ran at Mon Jan 31 17:17:17 2022,Linux version 5.10.63-v7l+,,4 ARMv7 Processor rev 3 (v7l),Raspbian GNU/Linux 11 (bullseye),0,,1.48,W,733,mW,1.48,0.733
D3 Keygen,17:20.6,1643649441,37,600,15.4,933691392,0,0,7.6,9176125440,v2.11-1-g7ef7f79 ran at Mon Jan 31 17:17:22 2022,Linux version 5.10.63-v7l+,,4 ARMv7 Processor rev 3 (v7l),Raspbian GNU/Linux 11 (bullseye),0,,1.43,W,739,mW,1.43,0.739
D3 Keygen,17:25.6,1643649446,36.8,600,15.4,933945344,0,0,7.6,9176125440,v2.11-1-g7ef7f79 ran at Mon Jan 31 17:17:28 2022,Linux version 5.10.63-v7l+,,4 ARMv7 Processor rev 3 (v7l),Raspbian GNU/Linux 11 (bullseye),0,,2,W,1.33,W,2,1.33
D3 Keygen,17:30.8,1643649451,36.8,600,15.4,933130240,0,0,7.6,9176125440,v2.11-1-g7ef7f79 ran at Mon Jan 31 17:17:33 2022,Linux version 5.10.63-v7l+,,4 ARMv7 Processor rev 3 (v7l),Raspbian GNU/Linux 11 (bullseye),0,,2,W,1.35,W,2,1.35
D3 Keygen,17:35.9,1643649456,36.9,600,15.4,933986304,0,0,7.6,9176125440,v2.11-1-g7ef7f79 ran at Mon Jan 31 17:17:38 2022,Linux version 5.10.63-v7l+,,4 ARMv7 Processor rev 3 (v7l),Raspbian GNU/Linux 11 (bullseye),0,,1.87,W,1.18,W,1.87,1.18
D3 Keygen,17:41.0,1643649461,36.8,600,15.4,933822464,0,0,7.6,9176125440,v2.11-1-g7ef7f79 ran at Mon Jan 31 17:17:43 2022,Linux version 5.10.63-v7l+,,4 ARMv7 Processor rev 3 (v7l),Raspbian GNU/Linux 11 (bullseye),0,,1.31,W,734,mW,1.31,0.734
D3 Keygen,17:46.1,1643649466,36.6,600,15.4,933572608,0,0,7.6,9176129536,v2.11-1-g7ef7f79 ran at Mon Jan 31 17:17:48 2022,Linux version 5.10.63-v7l+,,4 ARMv7 Processor rev 3 (v7l),Raspbian GNU/Linux 11 (bullseye),0,,1.96,W,1.35,W,1.96,1.35
D3 Keygen,17:51.2,1643649471,36.8,600,15.4,933343232,0,0,7.6,9176129536,v2.11-1-g7ef7f79 ran at Mon Jan 31 17:17:53 2022,Linux version 5.10.63-v7l+,,4 ARMv7 Processor rev 3 (v7l),Raspbian GNU/Linux 11 (bullseye),0,,2.11,W,1.45,W,2.11,1.45
D3 Keygen,17:56.3,1643649476,36.8,600,15.4,933285888,0,0,7.6,9176129536,v2.11-1-g7ef7f79 ran at Mon Jan 31 17:17:58 2022,Linux version 5.10.63-v7l+,,4 ARMv7 Processor rev 3 (v7l),Raspbian GNU/Linux 11 (bullseye),0,,2.12,W,1.47,W,2.12,1.47
D3 Keygen,18:01.4,1643649481,37,600,15.4,933777408,0,0,7.6,9176129536,v2.11-1-g7ef7f79 ran at Mon Jan 31 17:18:03 2022,Linux version 5.10.63-v7l+,,4 ARMv7 Processor rev 3 (v7l),Raspbian GNU/Linux 11 (bullseye),0,,2.24,W,1.47,W,2.24,1.47
D3 Keygen,18:06.5,1643649486,36.7,600,15.4,933867520,0,0,7.6,9176129536,v2.11-1-g7ef7f79 ran at Mon Jan 31 17:18:08 2022,Linux version 5.10.63-v7l+,,4 ARMv7 Processor rev 3 (v7l),Raspbian GNU/Linux 11 (bullseye),0,,1.11,W,437,mW,1.11,0.437
D3 Keygen,18:11.6,1643649492,36.8,600,15.5,934506496,0,0,7.6,9176129536,v2.11-1-g7ef7f79 ran at Mon Jan 31 17:18:13 2022,Linux version 5.10.63-v7l+,,4 ARMv7 Processor rev 3 (v7l),Raspbian GNU/Linux 11 (bullseye),0,,1.83,W,1.18,W,1.83,1.18
D3 Keygen,18:16.7,1643649497,36.8,600,15.4,933306368,0,0,7.6,9176129536,v2.11-1-g7ef7f79 ran at Mon Jan 31 17:18:19 2022,Linux version 5.10.63-v7l+,,4 ARMv7 Processor rev 3 (v7l),Raspbian GNU/Linux 11 (bullseye),0,,2.04,W,1.34,W,2.04,1.34
D3 Keygen,18:21.8,1643649502,36.8,600,15.5,934158336,0,0,7.6,9176133632,v2.11-1-g7ef7f79 ran at Mon Jan 31 17:18:24 2022,Linux version 5.10.63-v7l+,,4 ARMv7 Processor rev 3 (v7l),Raspbian GNU/Linux 11 (bullseye),0,,2.06,W,1.33,W,2.06,1.33
D3 Keygen,18:26.9,1643649507,36.8,600,15.4,933675008,0,0,7.6,9176133632,v2.11-1-g7ef7f79 ran at Mon Jan 31 17:18:29 2022,Linux version 5.10.63-v7l+,,4 ARMv7 Processor rev 3 (v7l),Raspbian GNU/Linux 11 (bullseye),0,,1.73,W,1.05,W,1.73,1.05
D3 Keygen,18:32.0,1643649512,36.7,600,15.5,934400000,0,0,7.6,9176133632,v2.11-1-g7ef7f79 ran at Mon Jan 31 17:18:34 2022,Linux version 5.10.63-v7l+,,4 ARMv7 Processor rev 3 (v7l),Raspbian GNU/Linux 11 (bullseye),0,,1.57,W,885,mW,1.57,0.885
D3 Keygen,18:37.0,1643649517,36.6,600,15.5,934559744,0,0,7.6,9176133632,v2.11-1-g7ef7f79 ran at Mon Jan 31 17:18:39 2022,Linux version 5.10.63-v7l+,,4 ARMv7 Processor rev 3 (v7l),Raspbian GNU/Linux 11 (bullseye),0,,2.02,W,1.34,W,2.02,1.34
D3 Keygen,18:42.1,1643649522,36.8,600,15.5,934785024,0,0,7.6,9176133632,v2.11-1-g7ef7f79 ran at Mon Jan 31 17:18:44 2022,Linux version 5.10.63-v7l+,,4 ARMv7 Processor rev 3 (v7l),Raspbian GNU/Linux 11 (bullseye),0,,2.02,W,1.32,W,2.02,1.32
D3 Keygen,18:47.3,1643649527,36.7,600,15.5,934866944,0,0,7.6,9176137728,v2.11-1-g7ef7f79 ran at Mon Jan 31 17:18:49 2022,Linux version 5.10.63-v7l+,,4 ARMv7 Processor rev 3 (v7l),Raspbian GNU/Linux 11 (bullseye),0,,2.12,W,1.44,W,2.12,1.44
D3 Keygen,18:52.4,1643649532,36.9,600,15.5,934899712,0,0,7.6,9176137728,v2.11-1-g7ef7f79 ran at Mon Jan 31 17:18:54 2022,Linux version 5.10.63-v7l+,,4 ARMv7 Processor rev 3 (v7l),Raspbian GNU/Linux 11 (bullseye),0,,1.82,W,1.03,W,1.82,1.03
D3 Keygen,18:57.5,1643649537,36.9,600,15.5,933859328,0,0,7.6,9176137728,v2.11-1-g7ef7f79 ran at Mon Jan 31 17:18:59 2022,Linux version 5.10.63-v7l+,,4 ARMv7 Processor rev 3 (v7l),Raspbian GNU/Linux 11 (bullseye),0,,1.57,W,594,mW,1.57,0.594
D3 Keygen,19:02.6,1643649543,36.9,600,15.4,933576704,0,0,7.6,9176137728,v2.11-1-g7ef7f79 ran at Mon Jan 31 17:19:04 2022,Linux version 5.10.63-v7l+,,4 ARMv7 Processor rev 3 (v7l),Raspbian GNU/Linux 11 (bullseye),0,,1.79,W,1.04,W,1.79,1.04
D3 Keygen,19:07.7,1643649548,37,600,15.4,933695488,0,0,7.6,9176137728,v2.11-1-g7ef7f79 ran at Mon Jan 31 17:19:10 2022,Linux version 5.10.63-v7l+,,4 ARMv7 Processor rev 3 (v7l),Raspbian GNU/Linux 11 (bullseye),0,,1.81,W,1.07,W,1.81,1.07
D3 Keygen,19:12.8,1643649553,37,600,15.4,933933056,0,0,7.6,9176137728,v2.11-1-g7ef7f79 ran at Mon Jan 31 17:19:15 2022,Linux version 5.10.63-v7l+,,4 ARMv7 Processor rev 3 (v7l),Raspbian GNU/Linux 11 (bullseye),0,,1.48,W,706,mW,1.48,0.706
D3 Keygen,19:17.9,1643649558,36.7,600,15.4,933875712,0,0,7.6,9176137728,v2.11-1-g7ef7f79 ran at Mon Jan 31 17:19:20 2022,Linux version 5.10.63-v7l+,,4 ARMv7 Processor rev 3 (v7l),Raspbian GNU/Linux 11 (bullseye),0,,1.34,W,520,mW,1.34,0.52
D3 Sign,19:23.0,1643649563,36.8,600,15.4,933949440,0,0,7.6,9176145920,v2.11-1-g7ef7f79 ran at Mon Jan 31 17:19:25 2022,Linux version 5.10.63-v7l+,,4 ARMv7 Processor rev 3 (v7l),Raspbian GNU/Linux 11 (bullseye),0,,1.93,W,1.18,W,1.93,1.18
D3 Sign,19:28.1,1643649568,36.6,600,15.4,933941248,0,0,7.6,9176145920,v2.11-1-g7ef7f79 ran at Mon Jan 31 17:19:30 2022,Linux version 5.10.63-v7l+,,4 ARMv7 Processor rev 3 (v7l),Raspbian GNU/Linux 11 (bullseye),0,,1.75,W,1.14,W,1.75,1.14
D3 Sign,19:33.2,1643649573,36.7,600,15.4,933961728,0,0,7.6,9176145920,v2.11-1-g7ef7f79 ran at Mon Jan 31 17:19:35 2022,Linux version 5.10.63-v7l+,,4 ARMv7 Processor rev 3 (v7l),Raspbian GNU/Linux 11 (bullseye),0,,2.17,W,1.49,W,2.17,1.49
D3 Sign,19:38.3,1643649578,37.2,600,15.5,933773312,0,0,7.6,9176145920,v2.11-1-g7ef7f79 ran at Mon Jan 31 17:19:40 2022,Linux version 5.10.63-v7l+,,4 ARMv7 Processor rev 3 (v7l),Raspbian GNU/Linux 11 (bullseye),0,,1.68,W,1.04,W,1.68,1.04
D3 Sign,19:43.4,1643649583,36.7,600,15.4,933912576,0,0,7.6,9176150016,v2.11-1-g7ef7f79 ran at Mon Jan 31 17:19:45 2022,Linux version 5.10.63-v7l+,,4 ARMv7 Processor rev 3 (v7l),Raspbian GNU/Linux 11 (bullseye),0,,2.02,W,1.32,W,2.02,1.32
D3 Sign,19:48.5,1643649589,36.8,600,15.4,934014976,0,0,7.6,9176150016,v2.11-1-g7ef7f79 ran at Mon Jan 31 17:19:50 2022,Linux version 5.10.63-v7l+,,4 ARMv7 Processor rev 3 (v7l),Raspbian GNU/Linux 11 (bullseye),0,,1.81,W,1.03,W,1.81,1.03
D3 Sign,19:53.7,1643649594,36.9,600,15.4,933703680,0,0,7.6,9176150016,v2.11-1-g7ef7f79 ran at Mon Jan 31 17:19:56 2022,Linux version 5.10.63-v7l+,,4 ARMv7 Processor rev 3 (v7l),Raspbian GNU/Linux 11 (bullseye),0,,1.81,W,1.03,W,1.81,1.03
D3 Sign,19:58.8,1643649599,36.8,600,15.4,933904384,0,0,7.6,9176150016,v2.11-1-g7ef7f79 ran at Mon Jan 31 17:20:01 2022,Linux version 5.10.63-v7l+,,4 ARMv7 Processor rev 3 (v7l),Raspbian GNU/Linux 11 (bullseye),0,,1.8,W,1.04,W,1.8,1.04
D3 Sign,20:03.9,1643649604,36.7,600,15.4,934014976,0,0,7.6,9176150016,v2.11-1-g7ef7f79 ran at Mon Jan 31 17:20:06 2022,Linux version 5.10.63-v7l+,,4 ARMv7 Processor rev 3 (v7l),Raspbian GNU/Linux 11 (bullseye),0,,1.61,W,889,mW,1.61,0.889
D3 Sign,20:09.0,1643649609,36.7,600,15.4,933834752,0,0,7.6,9176150016,v2.11-1-g7ef7f79 ran at Mon Jan 31 17:20:11 2022,Linux version 5.10.63-v7l+,,4 ARMv7 Processor rev 3 (v7l),Raspbian GNU/Linux 11 (bullseye),0,,1.36,W,619,mW,1.36,0.619
